Assignment Fulfillment Entity 1,Assignment Fulfillment Entity 2,Role Demand type,Career Track,Location Radius,Source Location,Project Metro City,Project Supervising Entity,Sold,Client Contract Based,Assignment Title,Description,Requested Start Date,End Date,Status,Career Level From,Career Level To,Talent Segment,Assigned Role,Assignment Primary Specialization Level 1,Assignment Primary Specialization Level 2,Assignment Primary Specialization Level 3,Assignment Primary Specialization Level 4,Quadrant 1,Quadrant 2
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,Technical Delivery Manager,"Develop and execute activities related to end-to-end project management, including project plans and estimates, scoping and requirements through implementation and deployment. Proactively monitor, manage and report on execution of deliverables.
Lead the project implementation from a technological perspective. Direct interaction with clients and all representatives. Provide technical guidance to the implementation team and ensure that the implementation follows the finest practice configuration principles.",2020-03-02T00:00,2020-06-30T00:00,Open - In Process,7,6,"Program, Project & Service Mgmt         ",Program/Project Manager,Technology,Technology Specialization L2,Agile/DevOps,Agile Development,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,Application Developer,Sustainment Developer,2020-01-13T00:00,2020-12-31T00:00,Open - In Process,7,6,Software Engineering                    ,Application Developer,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Accenture Digital , Accenture Interactive ,New,Client Delivery & Operations,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,Design Leadership Practitioner,"Create ecosystem of multi touch point interactions incl people, products & places of service experience. Design useful, effective, efficient, desirable & differentiated touchpoints. Manage client relationships: conceptualize the service system, scope project deliverables, communicate with client & deliver against the plan; ensure highest quality deliverables. Contribute to assets/offerings & thought leadership. Act as Subject Matter Expert in area of expertise and enhance Accenture's marketplace reputation.",2020-02-17T00:00,2020-03-20T00:00,Open - Need Project Feedback,7,6,Design                                  ,Design Leadership Practitioner,Function,Function Specialization L2,Customer Insight & Growth,Digital Customer Experience,0,0
Accenture Technology , Technology Geographic Unit ,Backfill,Client Delivery & Operations,Any Location Globally,Amsterdam,Amsterdam,Products ,Yes,Yes,Order to Cash design lead,Responsible for seeing the Order to Cash solution through to stabaliastion for Upfield (Unilever de-merger),2020-02-11T00:00,2020-03-14T00:00,Open - In Process,7,6,Business & Technology Integration       ,Business Analyst,Technology,Technology Specialization L2,SAP,SAP Technical Architecture,0,0
Accenture Security , Global ,New,Client Delivery & Operations,Any Location Globally,Lausanne,Lausanne,Products ,Yes,Yes,Technical Architect,"Review and integrate all application requirements, including functional, security, integration, performance, quality and operations requirements. Review and integrate the technical architecture requirements. Provide input into final decisions regarding hardware, network products, system software and security.",2020-01-29T00:00,2020-03-06T00:00,Open - New,7,6,Technology Architecture                 ,Technical Architect,Technology,Technology Specialization L2,Security,Infrastructure Security,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,Products ,Yes,No,Data Migration Lead - Client,"Perform document sorting, preparation, scanning and indexing. Set up, operate and monitor scanning equipment ensuring quality of scans. Interpret errors and take appropriate corrective action. Index scanned information by assigning proper coding for processing.",2020-02-17T00:00,2020-12-31T00:00,Open - Need Project Feedback,7,6,Business Process Delivery               ,Data Management Practitioner,Technology,Technology Specialization L2,SAP,SAP Data Management,0,0
Products , PRD AAPAC OU ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,Products ,Yes,Yes,Manager,"Develop and execute activities related to end-to-end project management, including project plans and estimates, scoping and requirements through implementation and deployment. Proactively monitor, manage and report on execution of deliverables.",2020-02-03T00:00,2020-04-30T00:00,Open - Need Project Feedback,7,6,"Program, Project & Service Mgmt         ",Program/Project Manager,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,Health & Public Service ,Yes,No,HCM Project Manager,Project Lead to help manage DELWP Overpayment project.,2020-02-17T00:00,2020-03-31T00:00,Open - Need Project Feedback,7,6,"Program, Project & Service Mgmt         ",Program/Project Manager,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,"Communications, Media & Technology ",Yes,No,Unify 0010568189 - Supply Stream Architect,"Create a high-level design of an end-to-end integration solution. Define the flow of data between the applications that must be integrated, mapping business process activities to the applications that support them, and drafting a data object.",2020-02-12T00:00,2020-07-28T00:00,Open - Need Project Feedback,7,6,Technology Architecture                 ,Application Integration Architect,Technology,Technology Specialization L2,Testing,Digital Testing,0,0
Accenture Security , Security Practice ,New,Client Delivery & Operations,In Town,Sydney,Sydney,Other ,Yes,No,31706-218654_CDP GU Deployment Lead(gary.d.sacco),"The CDP GU Deployment Lead will be responsible for assessing and establishing data protection controls and standards to reduce business risk to Accenture, our clients and our clients' clients.Â  This role should be a qualifiedÂ Manager or aboveÂ who has full time CDP responsibilities under the direction of Information Security and the Accountable Managing Director.",2020-02-03T00:00,2020-08-31T00:00,Open - Need Project Feedback,7,6,Security                                ,Client Data Protection Architect,Function,Function Specialization L2,Supply Chain & Operations,Operational Excellence,0,0
Accenture Digital , Digital Delivery ,New,Client Delivery & Operations,In Country,Sydney,Sydney,Financial Services ,Yes,No,ODD: Dev & Ops Architect,"- Strong Kubernetes experience.
- Strong CICD experience, particularly setting up execution hooks from git commits and automating/executing tests.
- Strong thought process around testing and building resilient systems (identifying and mitigating/testing failure modes).
- Experience with the AWS and Azure ecosystems particularly relating to things like Identity Access Management roles, Key Management System encryption and general security patterns.
- Experience running large scale deployments.
- Some Python experience beneficial (particularly the AWS boto3 official python library for orchestration).",2020-02-17T00:00,2020-07-31T00:00,Open - Need Project Feedback,7,6,Technology Architecture                 ,Dev & Ops Architect,Technology,Technology Specialization L2,Agile/DevOps,DevOps,0,0
Accenture Security , Security Practice,New,Client Delivery & Operations,In Country,Sydney,Perth,Other ,Yes,No,Cloud Security Architect,"	Needs to have both cloud platform security and application security knowledge
	You will be a security evangelist helping to create a security mindset across a variety of technology stacks in our cloud environment.
	Work with teams comprised of Software Engineers, UI Design, Network and Infrastructure, Platform and the Product Owners to help lead the creation, validation, and integration of comprehensive security solutions in to their products.
	Take a hands-on role in influencing and guiding day-to-day development activities by leading security focused architecture decisions, participating in designs, design review, code review and implementation details.
	Engage with key business stakeholders to understand requirements, perform business analysis, and architect / design security solutions to meet the needs.
	Identify and vet when new security solutions are required, driving design and integration requirements, determining build/buy and steps to reach your goal.
	Perform red tea",2020-02-20T00:00,2021-01-14T00:00,Open - In Process,7,6,Technology Architecture                 ,Application Architect,Technology,Technology Specialization L2,Cloud,Cloud Operations Management,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Sydney,Sydney,Financial Services ,Yes,No,Delivery Lead,"Assume accountability for delivery of one or more projects and programs at a client. Mobilize the delivery team, identify the appropriate people resources and assign these individuals to projects.
Adept in Solution and Enterprise Architecture.
Expertise in DevOps and Agile ways of working",2020-02-10T00:00,2020-07-20T00:00,Open - Need Project Feedback,7,6,Portfolio & Delivery Management         ,Delivery Lead,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
